,unique_participant,patch_length,feedback,prior_0_context_0,prior_0_context_1,prior_0_context_2,prior_0_context_3,prior_1_context_0,prior_1_context_1,prior_1_context_2,prior_1_context_3
0,101:2020_Jan_13_1406,10 Trials,NEGLIGIBLE OUTCOME,376.4150943396604,376.6666666667333,375.5952380953571,385.9375,396.4912280701579,381.77083333343745,377.77777777772224,386.8872549019705
1,102:2020_Jan_13_1613,5 Trials,CONTROL FEEDBACK,534.5833333333501,519.4444444445334,491.3690476190714,520.9876543210002,496.15384615384625,486.55913978493544,478.3333333331598,474.5098039214706
2,103:2020_Jan_13_1619,10 Trials,SUBSTANTIAL OUTCOME,416.24293785305093,435.0000000000666,435.78431372547067,471.15384615399995,456.7708333333749,497.4999999999999,465.19607843135293,441.17647058824997
3,105:2020_Jan_15_1303,10 Trials,CONTROL FEEDBACK,417.5925925925556,409.89583333325,445.5555555556,404.9019607843529,407.40740740727784,425.8771929823684,417.85714285723805,414.49652777778124
4,106:2020_Jan_15_1345,5 Trials,SUBSTANTIAL OUTCOME,457.25806451616137,472.91666666668743,461.86868686872737,461.363636363606,470.43010752680635,461.5196078431765,448.4374999999375,452.45098039217623
5,107:2020_Jan_15_1418,10 Trials,NEGLIGIBLE OUTCOME,383.5341365461566,372.2222222222666,390.19607843135293,371.7592592593333,392.6470588235294,381.8181818181818,395.4166666667,385.23809523813327
6,108:2020_Jan_16_1128,5 Trials,CONTROL FEEDBACK,412.2222222221666,417.70833333337504,447.29729729727023,438.7096774193548,435.3448275862757,430.70175438599995,421.0937499999686,437.7777777777333
7,109:2020_Jan_16_1130,10 Trials,SUBSTANTIAL OUTCOME,418.8596491228,445.83333333335,432.57575757577274,409.2105263157895,397.54901960782354,411.11111111113325,410.294117647,401.20614035086845
8,10:2019_Apr_29_1730,5 Trials,SUBSTANTIAL OUTCOME,475.1893939394317,438.3838383838788,422.368421052658,448.8738738738919,429.4117647059119,427.35042735046153,417.10526315786836,475.5681818181137
9,110:2020_Jan_16_1756,5 Trials,NEGLIGIBLE OUTCOME,523.2558139534419,527.6881720429677,519.3693693694322,529.4117647058235,518.4343434343335,532.4074074074446,522.4537037036947,531.7982456141051
10,111:2020_Jan_19_1506,10 Trials,CONTROL FEEDBACK,483.568075117338,447.619047619,453.43137254905884,475.98039215676476,489.7058823528236,466.6666666665715,467.1296296295556,460.68376068375625
11,112:2020_Jan_20_1023,5 Trials,SUBSTANTIAL OUTCOME,462.9629629629444,489.950980392206,482.8703703703611,476.66666666670005,468.13725490200017,475.45045045037824,470.3124999999061,451.0683760684359
12,113:2020_Jan_20_1046,10 Trials,NEGLIGIBLE OUTCOME,393.71980676323193,374.50980392158823,377.2222222221334,381.11111111119993,403.5087719298947,400.83333333345,386.40350877189474,397.8021978021979
13,114:2020_Jan_20_1119,5 Trials,CONTROL FEEDBACK,381.7901234567408,413.6904761904642,391.4215686274119,400.4901960784706,422.22222222220006,408.1140350876842,396.94444444450005,413.8888888889261
14,114:2020_Jan_21_1253,5 Trials,CONTROL FEEDBACK,388.2478632478462,387.74509803923536,387.29166666664986,385.4166666666875,400.9803921568824,390.5701754386053,411.6161616160907,396.96969696977266
15,115:2020_Jan_20_1209,10 Trials,SUBSTANTIAL OUTCOME,438.96103896097407,445.09803921570585,434.3137254900589,454.62962962955555,448.61111111122216,456.34920634919047,446.03174603176194,433.3333333333192
16,116:2020_Jan_20_1254,5 Trials,NEGLIGIBLE OUTCOME,404.7979797978787,396.5053763440322,405.9829059829231,421.6145833334062,420.3124999999374,398.8738738739189,407.84313725497066,420.58823529411774
17,117:2020_Jan_21_1215,10 Trials,CONTROL FEEDBACK,489.8809523809571,457.8124999999376,478.3333333333333,449.99999999994117,466.6666666667369,452.19298245610526,453.74999999990007,436.9791666666667
18,118:2020_Jan_21_1345,5 Trials,SUBSTANTIAL OUTCOME,501.90476190479995,508.3333333333333,496.6666666666286,473.84259259258334,489.3939393940001,479.2929292929091,484.02777777780545,486.5384615384359
19,119:2020_Jan_21_1555,10 Trials,NEGLIGIBLE OUTCOME,389.52020202018184,415.2777777778333,381.77083333343745,387.7450980391177,384.25925925927777,388.09523809514286,403.7878787880455,384.46180555561455
